country_name,facility_name,org_unit_uid,data_element_name,year_month,monthly_value,rolling_3_month_avg
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202406,20.0,20.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202407,14.0,17.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202408,4.0,12.666666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202409,16.0,11.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202410,7.0,9.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202411,3.0,8.666666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202501,5.0,5.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202502,14.0,7.333333333333333
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202503,22.0,13.666666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,ANC fourth visits,202504,19.0,18.333333333333332
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202407,15.0,15.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202408,4.0,9.5
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202409,6.0,8.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202410,34.0,14.666666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202411,8.0,16.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202412,13.0,18.333333333333332
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202501,0.0,7.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202502,21.0,11.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202503,3.0,8.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202504,0.0,8.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,HIV tests conducted,202505,15.0,6.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202407,8.0,8.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202408,0.0,4.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202409,4.0,4.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202410,14.0,6.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202411,10.0,9.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202412,8.0,10.666666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202501,18.0,12.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202502,20.0,15.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202503,11.0,16.333333333333332
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202504,22.0,17.666666666666668
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Severe acute malnutrition cases,202505,3.0,12.0
