country_name,facility_name,org_unit_uid,data_element_name,year_month,monthly_value,rolling_3_month_avg
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202407,13.0,13.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202408,12.0,12.5
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202409,30.0,18.333333333333332
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202410,13.0,18.333333333333332
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202411,25.0,22.666666666666668
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202412,10.0,16.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202501,4.0,13.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202502,5.0,6.333333333333333
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202503,4.0,4.333333333333333
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202504,0.0,3.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,DR-TB cases detected,202505,16.0,6.666666666666667
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202406,,
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202407,163.0,163.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202408,44.0,103.5
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202409,209.0,138.66666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202410,84.0,112.33333333333333
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202411,2.0,98.33333333333333
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202501,226.0,104.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202502,169.0,132.33333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Post-abortion care clients,202503,266.0,220.33333333333334
